ID,Year,Title,Authors,Venue,Citations,DOI,OA_URL,PDF_URL
OA_KW2_038,2024,NeuroLM: A Universal Multi-task Foundation Model for Bridging the Gap between Language and EEG Signals,"Wei-Bang Jiang, Yansen Wang, Bao-Liang Lu, Dongsheng Li",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2409.00101v3.pdf,https://arxiv.org/pdf/2409.00101v3.pdf
OA_KW2_039,2024,Enhancing Eye-Tracking Performance through Multi-Task Learning Transformer,"Weigeng Li, Neng Zhou, Xiaodong Qu",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2408.05837v1.pdf,https://arxiv.org/pdf/2408.05837v1.pdf
OA_KW2_040,2024,EEGMamba: Bidirectional State Space Model with Mixture of Experts for EEG Multi-task Classification,"Yiyu Gui, MingZhi Chen, Yuqi Su, Guibo Luo",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2407.20254v2.pdf,https://arxiv.org/pdf/2407.20254v2.pdf
OA_KW2_041,2024,Online Learning of Multiple Tasks and Their Relationships : Testing on Spam Email Data and EEG Signals Recorded in Construction Fields,"Yixin Jin, Wenjing Zhou, Meiqi Wang, Meng Li",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2406.18311v2.pdf,https://arxiv.org/pdf/2406.18311v2.pdf
OA_KW2_042,2024,Multi-Task Learning for Arousal and Sleep Stage Detection Using Fully Convolutional Networks,"Hasan Zan, Abdulnasir Yildiz",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2406.01834v1.pdf,https://arxiv.org/pdf/2406.01834v1.pdf
OA_KW2_043,2021,Motor-imagery classification model for brain-computer interface: a sparse group filter bank representation model,"Cancheng Li, Chuanbo Qin, Jing Fang",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2108.12295v1.pdf,https://arxiv.org/pdf/2108.12295v1.pdf
OA_KW2_044,2021,MIN2Net: End-to-End Multi-Task Learning for Subject-Independent Motor Imagery EEG Classification,"Phairot Autthasan, Rattanaphon Chaisaen, Thapanun Sudhawiyangkul, Phurin Rangpong",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2102.03814v4.pdf,https://arxiv.org/pdf/2102.03814v4.pdf
OA_KW2_045,2020,Improving EEG Decoding via Clustering-based Multi-task Feature Learning,"Yu Zhang, Tao Zhou, Wei Wu, Hua Xie",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2012.06813v1.pdf,https://arxiv.org/pdf/2012.06813v1.pdf
OA_KW2_046,2019,Multi-task Generative Adversarial Learning on Geometrical Shape Reconstruction from EEG Brain Signals,"Xiang Zhang, Xiaocong Chen, Manqing Dong, Huan Liu",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/1907.13351v2.pdf,https://arxiv.org/pdf/1907.13351v2.pdf
OA_KW2_047,2019,Recognition of Advertisement Emotions with Application to Computational Advertising,"Abhinav Shukla, Shruti Shriya Gullapuram, Harish Katti, Mohan Kankanhalli",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/1904.01778v1.pdf,https://arxiv.org/pdf/1904.01778v1.pdf
OA_KW2_048,2016,Multi-task Learning with Weak Class Labels: Leveraging iEEG to Detect Cortical Lesions in Cryptogenic Epilepsy,"Bilal Ahmed, Thomas Thesen, Karen E. Blackmon, Ruben Kuzniecky",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/1608.00148v1.pdf,https://arxiv.org/pdf/1608.00148v1.pdf
OA_KW2_049,2026,AffectFuse: Cross-Task Feature Fusion with Temporal Modeling for Multi-Task Affective Behavior Analysis,"Dipit Saha, Mohammad Raihan Rashid, Shah Mohammad Abdul Mannan, Ahnaf Tahmid",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2607.16546v1.pdf,https://arxiv.org/pdf/2607.16546v1.pdf
OA_KW2_050,2026,Task-Specific Feature Fusion Method for Multi-Task Affective Behavior Analysis,"Jiajun Sun, Zhe Gao",arXiv Preprints (Multi-Task Affective),18,,https://arxiv.org/pdf/2607.13986v1.pdf,https://arxiv.org/pdf/2607.13986v1.pdf
